OrderID,Date,Category,SubCategory,ProductName,Region,UnitsSold,UnitPrice,UnitCost,InventoryDays,Season
671054,2024-07-01,Electronics,Laptops,Laptops Product 704,West,11,982.74,648.03,94,Winter
633008,2024-09-09,Electronics,Cameras,Cameras Product 957,West,12,87.61,78.74,170,Summer
191865,2024-08-28,Clothing,Women,Women Product 886,South,18,39.33,25.19,46,Spring
880305,2024-06-13,Sports,Fitness,Fitness Product 525,East,6,695.22,535.39,132,Winter
888326,2024-09-22,Clothing,Men,Men Product 640,North,1,775.62,566.64,72,Spring
823225,2024-04-21,Toys,Puzzles,Puzzles Product 723,West,12,765.54,462.96,154,Fall
395182,2024-08-14,Clothing,Kids,Kids Product 537,North,2,309.21,253.56,16,Summer
997172,2024-03-11,Clothing,Kids,Kids Product 121,East,6,143.29,111.31,189,Fall
401841,2024-08-14,Sports,Fitness,Fitness Product 593,West,5,128.81,94.4,199,Spring
321668,2024-10-17,Clothing,Women,Women Product 692,North,15,667.18,546.5,140,Winter
411207,2024-05-14,Toys,Action Figures,Action Figures Product 825,West,1,30.46,23.97,163,Fall
241758,2024-03-14,Sports,Outdoor,Outdoor Product 167,West,16,199.79,165.33,168,Summer
733672,2024-12-21,Toys,Board Games,Board Games Product 688,South,14,619.26,500.86,38,Winter
860791,2024-09-21,Clothing,Kids,Kids Product 647,South,13,52.98,34.03,106,Winter
304300,2024-09-11,Home & Kitchen,Decor,Decor Product 85,South,12,814.16,683.12,70,Spring
435740,2024-06-16,Clothing,Women,Women Product 566,South,5,788.85,495.39,149,Summer
146638,2024-01-05,Clothing,Women,Women Product 972,West,9,831.96,695.92,199,Spring
816369,2024-06-02,Electronics,Laptops,Laptops Product 653,South,19,195.06,136.8,96,Summer
527499,2024-03-03,Clothing,Women,Women Product 347,North,3,946.87,832.26,64,Summer
585714,2024-12-01,Toys,Puzzles,Puzzles Product 664,North,9,200.96,141.14,119,Spring
806412,2024-06-18,Toys,Board Games,Board Games Product 690,South,6,866.95,641.0,78,Winter
536441,2024-04-16,Sports,Indoor Games,Indoor Games Product 816,North,17,298.9,194.58,123,Winter
185637,2024-04-17,Toys,Board Games,Board Games Product 584,West,1,196.2,145.25,40,Summer
307627,2024-05-07,Clothing,Men,Men Product 838,West,9,833.43,512.38,83,Winter
948292,2024-07-31,Home & Kitchen,Decor,Decor Product 900,West,16,894.31,662.81,189,Spring
194515,2024-10-12,Clothing,Women,Women Product 697,North,7,968.51,831.84,188,Winter
970822,2024-03-12,Clothing,Kids,Kids Product 243,West,11,479.44,329.92,36,Summer
354043,2024-01-22,Clothing,Men,Men Product 172,South,12,187.26,149.6,186,Summer
129714,2024-03-23,Toys,Board Games,Board Games Product 740,South,7,603.15,378.21,118,Fall
314340,2024-06-18,Home & Kitchen,Furniture,Furniture Product 375,West,8,83.25,64.38,161,Summer
387249,2024-02-07,Sports,Fitness,Fitness Product 699,North,6,547.62,403.24,144,Winter
978722,2024-08-11,Electronics,Cameras,Cameras Product 709,West,8,997.19,829.39,116,Winter
225607,2024-02-20,Toys,Action Figures,Action Figures Product 891,South,6,637.79,556.38,132,Fall
655943,2024-02-01,Sports,Fitness,Fitness Product 984,West,11,322.46,206.08,190,Winter
389324,2024-04-14,Toys,Action Figures,Action Figures Product 348,East,15,208.0,145.63,71,Winter
290093,2024-03-20,Electronics,Laptops,Laptops Product 82,West,14,196.07,158.18,151,Fall
579319,2024-04-06,Electronics,Cameras,Cameras Product 656,South,15,736.07,644.36,194,Summer
161748,2024-08-18,Sports,Indoor Games,Indoor Games Product 383,North,14,691.89,572.65,196,Spring
785459,2024-10-27,Home & Kitchen,Decor,Decor Product 704,South,1,309.03,186.83,53,Fall
160204,2024-03-17,Home & Kitchen,Furniture,Furniture Product 521,North,7,683.56,517.3,56,Spring
102419,2024-03-01,Toys,Board Games,Board Games Product 977,West,8,54.87,35.17,131,Fall
686400,2024-09-15,Sports,Fitness,Fitness Product 307,West,2,870.13,597.14,77,Winter
917559,2024-05-04,Clothing,Women,Women Product 337,West,17,170.3,139.65,126,Spring
122063,2024-02-26,Sports,Indoor Games,Indoor Games Product 277,North,10,658.65,536.0,48,Fall
205940,2024-02-06,Clothing,Kids,Kids Product 646,South,19,468.17,399.75,85,Summer
732295,2024-01-25,Clothing,Women,Women Product 999,East,4,42.05,30.83,30,Winter
981037,2024-11-19,Sports,Indoor Games,Indoor Games Product 565,West,10,565.91,473.22,184,Winter
555911,2024-01-07,Toys,Action Figures,Action Figures Product 804,West,5,880.55,683.09,39,Summer
305162,2024-02-18,Toys,Puzzles,Puzzles Product 277,North,12,386.18,276.67,152,Winter
437864,2024-06-29,Clothing,Kids,Kids Product 569,West,9,369.49,253.64,62,Summer
123259,2024-12-01,Toys,Puzzles,Puzzles Product 553,East,4,306.89,191.42,142,Summer
737547,2024-07-30,Toys,Puzzles,Puzzles Product 668,North,6,283.21,243.08,52,Spring
272438,2024-10-16,Clothing,Women,Women Product 105,East,17,773.05,669.08,154,Summer
171326,2024-02-14,Electronics,Mobiles,Mobiles Product 955,West,3,547.16,379.13,111,Fall
679054,2024-10-08,Sports,Indoor Games,Indoor Games Product 693,North,17,928.97,575.86,127,Summer
590488,2024-11-25,Clothing,Kids,Kids Product 660,North,15,826.8,714.21,132,Fall
948333,2024-03-12,Electronics,Cameras,Cameras Product 486,East,2,342.72,249.18,67,Spring
556120,2024-09-15,Toys,Action Figures,Action Figures Product 883,East,1,115.75,69.97,69,Fall
505737,2024-10-04,Clothing,Women,Women Product 477,South,7,803.77,565.56,28,Summer
387374,2024-04-20,Electronics,Laptops,Laptops Product 90,East,11,421.06,289.17,137,Summer
498455,2024-10-19,Home & Kitchen,Furniture,Furniture Product 816,North,9,429.77,328.34,194,Spring
606957,2024-08-13,Electronics,Laptops,Laptops Product 162,West,19,229.46,151.23,195,Fall
658114,2024-10-01,Electronics,Mobiles,Mobiles Product 187,North,16,489.39,425.33,19,Spring
211126,2024-07-28,Sports,Indoor Games,Indoor Games Product 46,East,6,563.09,432.26,38,Summer
374383,2024-01-31,Home & Kitchen,Cookware,Cookware Product 586,East,2,153.21,114.8,76,Summer
455247,2024-11-01,Home & Kitchen,Furniture,Furniture Product 28,East,13,543.05,349.26,86,Summer
446407,2024-12-18,Home & Kitchen,Cookware,Cookware Product 908,West,2,105.2,70.16,106,Spring
814075,2024-08-20,Clothing,Kids,Kids Product 778,East,3,307.29,184.92,85,Winter
924743,2024-04-10,Electronics,Mobiles,Mobiles Product 738,South,15,277.38,208.4,95,Summer
277696,2024-02-13,Toys,Action Figures,Action Figures Product 509,West,10,670.84,488.36,156,Summer
119659,2024-06-20,Toys,Board Games,Board Games Product 524,West,2,902.65,764.63,40,Winter
127209,2024-09-12,Home & Kitchen,Furniture,Furniture Product 456,East,11,672.4,446.56,22,Fall
958734,2024-10-17,Toys,Board Games,Board Games Product 535,North,11,982.44,704.73,17,Winter
951118,2024-12-04,Clothing,Men,Men Product 514,East,4,526.22,395.41,78,Winter
846103,2024-07-09,Toys,Board Games,Board Games Product 409,West,10,212.99,177.46,76,Spring
850244,2024-03-17,Sports,Outdoor,Outdoor Product 597,North,11,532.69,463.22,159,Winter
354809,2024-09-17,Electronics,Mobiles,Mobiles Product 585,North,12,909.46,776.62,15,Fall
429095,2024-10-05,Toys,Puzzles,Puzzles Product 629,East,13,160.22,137.37,38,Summer
221701,2024-09-06,Clothing,Kids,Kids Product 224,North,5,201.23,127.6,25,Fall
414731,2024-04-12,Toys,Action Figures,Action Figures Product 562,West,19,510.33,380.24,181,Spring
611174,2024-03-20,Toys,Action Figures,Action Figures Product 583,West,2,234.42,177.36,133,Winter
375875,2024-01-07,Home & Kitchen,Cookware,Cookware Product 160,North,12,359.34,286.17,29,Summer
115141,2024-11-25,Home & Kitchen,Decor,Decor Product 848,East,16,102.2,91.76,113,Spring
996165,2024-11-13,Home & Kitchen,Furniture,Furniture Product 274,West,19,543.56,463.43,85,Summer
131912,2024-04-25,Sports,Indoor Games,Indoor Games Product 653,North,8,322.61,221.87,167,Winter
337225,2024-09-30,Clothing,Women,Women Product 254,North,4,28.2,17.62,155,Summer
556791,2024-02-15,Electronics,Mobiles,Mobiles Product 392,North,13,80.07,60.67,192,Winter
726549,2024-02-15,Sports,Indoor Games,Indoor Games Product 971,West,7,615.8,388.83,35,Spring
689643,2024-06-23,Sports,Indoor Games,Indoor Games Product 114,East,18,216.81,159.49,172,Winter
910636,2024-11-29,Sports,Indoor Games,Indoor Games Product 113,East,15,926.16,586.96,56,Summer
927767,2024-08-17,Sports,Outdoor,Outdoor Product 390,West,15,939.59,821.43,25,Spring
780503,2024-02-01,Toys,Board Games,Board Games Product 231,East,4,324.75,204.56,171,Summer
557291,2024-05-20,Toys,Board Games,Board Games Product 638,North,1,512.79,315.66,96,Summer
468921,2024-02-19,Home & Kitchen,Cookware,Cookware Product 258,North,8,614.59,484.32,149,Spring
286968,2024-04-04,Clothing,Women,Women Product 827,East,12,493.24,372.01,22,Fall
841142,2024-05-05,Sports,Fitness,Fitness Product 828,South,17,831.48,538.18,96,Spring
412499,2024-02-09,Home & Kitchen,Furniture,Furniture Product 776,South,6,242.87,158.2,137,Spring
293708,2024-06-27,Sports,Fitness,Fitness Product 598,South,3,327.1,241.63,183,Summer
947127,2024-12-19,Sports,Indoor Games,Indoor Games Product 263,North,1,987.34,757.35,71,Summer
286869,2024-09-08,Sports,Fitness,Fitness Product 527,South,5,336.23,266.79,187,Summer
316741,2024-05-29,Home & Kitchen,Furniture,Furniture Product 875,East,17,661.47,586.21,146,Fall
600812,2024-05-14,Electronics,Mobiles,Mobiles Product 392,West,1,615.55,442.08,109,Spring
783775,2024-01-12,Toys,Board Games,Board Games Product 892,East,16,759.78,603.73,83,Summer
123382,2024-09-28,Home & Kitchen,Cookware,Cookware Product 319,North,19,522.33,385.27,73,Fall
116292,2024-03-19,Toys,Board Games,Board Games Product 460,South,13,182.06,162.64,189,Fall
916196,2024-08-02,Sports,Fitness,Fitness Product 161,North,17,447.33,352.95,29,Summer
605349,2024-12-18,Electronics,Mobiles,Mobiles Product 350,South,14,666.26,582.54,164,Summer
166266,2024-02-26,Home & Kitchen,Decor,Decor Product 738,East,4,690.22,578.71,93,Spring
499769,2024-09-02,Toys,Action Figures,Action Figures Product 531,West,7,380.72,242.72,187,Spring
352299,2024-01-10,Electronics,Mobiles,Mobiles Product 833,South,16,465.19,379.53,90,Winter
232957,2024-12-21,Sports,Outdoor,Outdoor Product 26,South,9,436.33,316.39,63,Winter
763632,2024-09-01,Clothing,Women,Women Product 914,East,14,321.57,203.71,177,Summer
723756,2024-04-17,Home & Kitchen,Decor,Decor Product 815,West,16,945.34,797.44,25,Summer
640479,2024-05-31,Home & Kitchen,Furniture,Furniture Product 967,South,5,860.51,585.03,180,Summer
112204,2024-08-14,Clothing,Kids,Kids Product 705,South,13,64.21,56.51,96,Fall
521396,2024-05-31,Clothing,Men,Men Product 640,West,5,155.47,111.89,197,Summer
793875,2024-07-06,Toys,Action Figures,Action Figures Product 57,North,8,120.03,93.67,120,Winter
529865,2024-05-30,Home & Kitchen,Decor,Decor Product 838,East,6,529.27,440.07,165,Summer
891644,2024-09-24,Clothing,Men,Men Product 615,East,13,803.68,586.56,69,Spring
427222,2024-04-17,Home & Kitchen,Furniture,Furniture Product 303,East,12,631.41,485.4,156,Fall
497516,2024-09-23,Clothing,Men,Men Product 138,North,13,478.49,381.47,169,Spring
373302,2024-11-03,Home & Kitchen,Cookware,Cookware Product 650,North,17,715.61,633.44,77,Fall
269319,2024-02-29,Toys,Board Games,Board Games Product 202,East,16,799.99,594.01,38,Spring
560221,2024-12-26,Clothing,Women,Women Product 229,West,6,962.41,725.12,140,Summer
781132,2024-11-26,Sports,Outdoor,Outdoor Product 637,South,12,553.3,422.19,171,Fall
980077,2024-10-01,Clothing,Kids,Kids Product 206,North,5,612.85,488.96,171,Spring
212099,2024-05-14,Electronics,Cameras,Cameras Product 901,North,11,824.05,705.54,81,Winter
493522,2024-05-15,Toys,Action Figures,Action Figures Product 909,South,3,94.58,64.52,174,Summer
916445,2024-04-29,Home & Kitchen,Furniture,Furniture Product 627,South,17,207.66,135.02,193,Winter
189779,2024-01-10,Sports,Fitness,Fitness Product 284,West,15,324.61,290.61,13,Summer
604393,2024-12-16,Electronics,Laptops,Laptops Product 143,South,16,221.9,188.29,76,Winter
893981,2024-03-26,Toys,Action Figures,Action Figures Product 787,South,17,877.71,661.5,119,Summer
192447,2024-04-21,Home & Kitchen,Cookware,Cookware Product 998,East,13,910.74,803.82,137,Summer
925539,2024-02-02,Home & Kitchen,Decor,Decor Product 717,South,12,262.02,219.3,199,Summer
101832,2024-12-27,Toys,Action Figures,Action Figures Product 259,West,11,462.38,346.99,79,Fall
909866,2024-12-17,Home & Kitchen,Decor,Decor Product 380,South,11,465.01,381.47,177,Fall
487476,2024-05-25,Home & Kitchen,Furniture,Furniture Product 159,South,3,426.19,257.61,56,Fall
102526,2024-04-20,Toys,Board Games,Board Games Product 636,West,8,461.26,304.35,69,Summer
620551,2024-08-02,Sports,Indoor Games,Indoor Games Product 733,East,6,811.05,670.92,92,Winter
777551,2024-05-12,Home & Kitchen,Decor,Decor Product 325,East,17,344.18,224.96,137,Summer
936429,2024-12-22,Clothing,Women,Women Product 568,West,7,235.23,188.95,136,Summer
730077,2024-04-30,Electronics,Mobiles,Mobiles Product 48,North,4,43.24,26.98,47,Fall
381315,2024-04-23,Clothing,Men,Men Product 749,South,12,737.65,577.79,65,Summer
261860,2024-11-21,Sports,Outdoor,Outdoor Product 742,South,16,477.94,369.02,88,Winter
626657,2024-10-04,Home & Kitchen,Furniture,Furniture Product 529,South,8,279.82,209.45,110,Fall
522122,2024-11-14,Home & Kitchen,Furniture,Furniture Product 337,West,10,362.86,294.82,189,Winter
974370,2024-08-06,Home & Kitchen,Furniture,Furniture Product 118,North,16,730.88,484.5,75,Spring
707648,2024-02-12,Electronics,Laptops,Laptops Product 859,East,6,846.72,553.31,120,Fall
544842,2024-05-11,Sports,Fitness,Fitness Product 568,South,6,381.68,311.69,139,Spring
674592,2024-02-26,Sports,Indoor Games,Indoor Games Product 181,East,16,846.56,701.39,180,Fall
241753,2024-11-24,Home & Kitchen,Decor,Decor Product 956,West,1,360.78,311.33,99,Winter
728375,2024-01-24,Home & Kitchen,Cookware,Cookware Product 764,South,7,857.26,690.98,34,Winter
648390,2024-06-16,Toys,Puzzles,Puzzles Product 42,West,10,806.63,679.76,105,Fall
268050,2024-06-03,Sports,Indoor Games,Indoor Games Product 649,East,14,261.75,211.65,109,Winter
183697,2024-07-31,Electronics,Cameras,Cameras Product 181,East,8,544.18,469.62,89,Winter
601616,2024-01-04,Sports,Indoor Games,Indoor Games Product 88,East,7,250.7,205.1,135,Spring
921717,2024-12-15,Home & Kitchen,Cookware,Cookware Product 126,South,17,196.75,167.72,168,Winter
752307,2024-02-18,Electronics,Mobiles,Mobiles Product 647,South,12,73.19,57.01,98,Winter
262948,2024-11-07,Sports,Fitness,Fitness Product 967,North,6,648.57,538.99,143,Summer
682020,2024-07-28,Clothing,Kids,Kids Product 444,West,16,387.74,347.13,67,Spring
738803,2024-10-30,Home & Kitchen,Furniture,Furniture Product 764,South,16,668.42,601.48,182,Winter
669503,2024-06-02,Clothing,Kids,Kids Product 754,West,13,252.77,180.47,56,Winter
162583,2024-09-09,Sports,Outdoor,Outdoor Product 60,West,8,332.32,244.11,159,Summer
828537,2024-02-05,Clothing,Men,Men Product 961,South,1,828.69,573.01,40,Spring
989340,2024-08-24,Toys,Action Figures,Action Figures Product 535,West,19,816.92,724.11,54,Winter
636114,2024-03-05,Sports,Outdoor,Outdoor Product 265,West,11,185.33,128.76,142,Summer
445250,2024-12-08,Clothing,Men,Men Product 367,North,10,694.99,556.89,82,Fall
891511,2024-08-26,Electronics,Laptops,Laptops Product 581,East,8,202.59,127.62,109,Fall
676106,2024-10-21,Sports,Outdoor,Outdoor Product 118,South,17,835.35,644.52,48,Spring
606733,2024-10-20,Sports,Fitness,Fitness Product 911,North,14,113.15,100.16,21,Winter
251633,2024-07-27,Clothing,Men,Men Product 209,West,11,302.45,196.02,86,Summer
825772,2024-02-16,Sports,Indoor Games,Indoor Games Product 359,West,2,258.11,204.6,199,Spring
556036,2024-11-08,Home & Kitchen,Cookware,Cookware Product 569,West,12,93.25,68.84,53,Spring
878610,2024-03-15,Clothing,Kids,Kids Product 329,West,3,964.66,623.85,84,Winter
753009,2024-07-06,Electronics,Cameras,Cameras Product 191,West,4,89.9,55.81,128,Fall
463584,2024-05-25,Sports,Indoor Games,Indoor Games Product 946,East,12,428.06,314.74,49,Summer
661465,2024-03-19,Clothing,Men,Men Product 212,South,10,830.19,524.74,142,Winter
101379,2024-06-16,Electronics,Cameras,Cameras Product 193,South,12,263.84,210.64,42,Spring
199599,2024-05-29,Home & Kitchen,Decor,Decor Product 362,East,2,414.11,261.19,74,Fall
280394,2024-07-31,Clothing,Kids,Kids Product 973,East,16,747.97,460.19,143,Winter
678668,2024-03-14,Clothing,Women,Women Product 578,West,4,808.12,528.67,31,Fall
258795,2024-01-09,Clothing,Men,Men Product 196,East,10,713.7,461.04,129,Winter
533714,2024-02-21,Sports,Outdoor,Outdoor Product 634,South,5,63.03,50.18,88,Fall
702960,2024-12-22,Clothing,Men,Men Product 62,North,11,478.19,344.9,36,Spring
735404,2024-06-11,Clothing,Men,Men Product 787,West,15,923.0,670.95,124,Winter
155114,2024-02-14,Electronics,Cameras,Cameras Product 599,East,5,994.64,882.22,75,Spring
935863,2024-12-09,Clothing,Kids,Kids Product 17,South,10,804.79,704.58,177,Summer
481148,2024-02-22,Clothing,Women,Women Product 933,North,3,149.52,106.6,122,Summer
418457,2024-11-17,Electronics,Laptops,Laptops Product 518,West,15,489.01,395.97,190,Summer
344826,2024-11-11,Sports,Fitness,Fitness Product 470,North,9,269.9,183.2,179,Fall
918403,2024-05-09,Sports,Indoor Games,Indoor Games Product 687,South,13,466.21,377.36,35,Winter
674349,2024-10-02,Toys,Action Figures,Action Figures Product 892,West,13,595.44,442.38,90,Winter
621817,2024-08-28,Sports,Indoor Games,Indoor Games Product 547,East,14,461.57,316.48,184,Winter
505155,2024-11-02,Home & Kitchen,Furniture,Furniture Product 747,West,3,332.69,276.18,188,Fall
107253,2024-02-15,Electronics,Cameras,Cameras Product 844,North,11,785.12,521.71,164,Spring
902533,2024-05-07,Electronics,Laptops,Laptops Product 616,North,18,365.38,280.05,95,Winter
990648,2024-10-26,Clothing,Men,Men Product 526,East,19,489.41,296.21,45,Fall
740763,2024-03-28,Sports,Fitness,Fitness Product 825,North,8,528.27,440.43,119,Spring
523359,2024-08-16,Clothing,Women,Women Product 902,East,11,148.26,109.31,12,Fall
390375,2024-02-07,Home & Kitchen,Cookware,Cookware Product 324,South,9,732.05,551.25,140,Summer
759966,2024-07-23,Toys,Puzzles,Puzzles Product 873,South,10,690.34,469.16,73,Spring
268393,2024-11-13,Toys,Board Games,Board Games Product 257,West,12,654.5,459.75,111,Summer
643118,2024-11-17,Electronics,Mobiles,Mobiles Product 331,East,9,584.01,512.52,149,Winter
643344,2024-04-16,Home & Kitchen,Decor,Decor Product 290,West,7,63.81,52.75,108,Spring
888212,2024-12-21,Electronics,Mobiles,Mobiles Product 209,South,18,432.95,362.88,49,Summer
695316,2024-01-27,Sports,Fitness,Fitness Product 968,North,18,701.73,618.48,157,Fall
593085,2024-03-24,Electronics,Mobiles,Mobiles Product 166,North,2,97.24,80.6,41,Winter
308072,2024-08-09,Toys,Board Games,Board Games Product 152,North,3,935.36,653.1,173,Spring
332131,2024-02-12,Toys,Action Figures,Action Figures Product 57,South,10,682.3,523.98,144,Winter
456043,2024-06-01,Toys,Action Figures,Action Figures Product 579,East,10,51.42,32.14,174,Summer
380558,2024-06-05,Clothing,Women,Women Product 116,South,10,365.94,289.43,135,Fall
740102,2024-10-10,Home & Kitchen,Cookware,Cookware Product 705,West,1,583.37,419.68,139,Summer
568968,2024-03-26,Sports,Outdoor,Outdoor Product 320,West,13,918.09,564.63,74,Summer
406256,2024-12-26,Home & Kitchen,Decor,Decor Product 640,North,12,991.76,682.54,69,Winter
632046,2024-05-28,Home & Kitchen,Furniture,Furniture Product 910,South,12,513.7,407.77,80,Summer
565139,2024-04-12,Clothing,Kids,Kids Product 489,West,5,345.43,223.31,170,Winter
932441,2024-01-18,Sports,Outdoor,Outdoor Product 825,East,13,348.39,212.64,49,Fall
982464,2024-12-09,Home & Kitchen,Cookware,Cookware Product 194,West,13,225.67,175.96,34,Spring
405292,2024-01-31,Electronics,Laptops,Laptops Product 884,East,16,571.42,508.17,49,Fall
842476,2024-08-08,Sports,Outdoor,Outdoor Product 905,West,18,990.72,832.72,89,Fall
145177,2024-07-03,Clothing,Men,Men Product 32,West,15,60.76,36.88,60,Winter
549181,2024-09-05,Home & Kitchen,Cookware,Cookware Product 698,West,17,912.07,719.77,175,Summer
130924,2024-04-22,Clothing,Women,Women Product 680,West,15,140.07,92.95,123,Fall
608928,2024-02-10,Electronics,Mobiles,Mobiles Product 560,South,16,644.2,431.8,165,Summer
124815,2024-02-14,Toys,Board Games,Board Games Product 590,North,15,120.98,80.84,39,Winter
428756,2024-03-08,Electronics,Mobiles,Mobiles Product 694,East,13,98.14,83.53,157,Fall
254473,2024-04-01,Clothing,Women,Women Product 376,South,19,451.35,340.2,56,Fall
940172,2024-12-03,Toys,Puzzles,Puzzles Product 945,West,5,746.97,617.75,50,Summer
589788,2024-11-20,Home & Kitchen,Cookware,Cookware Product 626,East,13,860.34,516.25,123,Spring
637953,2024-02-04,Home & Kitchen,Cookware,Cookware Product 162,North,7,976.56,866.3,114,Summer
907605,2024-05-26,Sports,Outdoor,Outdoor Product 374,West,4,951.6,752.03,33,Summer
880637,2024-05-24,Home & Kitchen,Decor,Decor Product 42,North,14,307.52,187.6,112,Summer
526855,2024-10-21,Sports,Outdoor,Outdoor Product 183,North,18,142.12,121.84,66,Winter
641285,2024-12-02,Toys,Action Figures,Action Figures Product 83,South,19,192.63,150.67,168,Winter
252842,2024-10-13,Toys,Board Games,Board Games Product 395,East,8,888.35,727.3,55,Spring
527894,2024-10-16,Sports,Fitness,Fitness Product 763,West,8,966.74,755.25,17,Fall
472332,2024-09-12,Electronics,Mobiles,Mobiles Product 993,West,17,894.94,712.52,164,Spring
366320,2024-04-17,Clothing,Kids,Kids Product 321,South,13,895.78,615.81,17,Winter
402811,2024-11-02,Home & Kitchen,Cookware,Cookware Product 4,East,14,566.97,470.15,134,Summer
439233,2024-04-18,Electronics,Mobiles,Mobiles Product 638,West,5,471.0,410.3,29,Fall
664396,2024-05-20,Clothing,Kids,Kids Product 272,East,18,330.38,223.82,81,Summer
509909,2024-01-06,Toys,Board Games,Board Games Product 14,North,19,748.05,650.77,182,Spring
988750,2024-08-12,Toys,Action Figures,Action Figures Product 258,East,2,146.42,110.83,36,Summer
569965,2024-03-21,Clothing,Men,Men Product 274,South,14,361.05,294.51,191,Spring
478824,2024-10-09,Toys,Puzzles,Puzzles Product 878,West,7,125.7,99.94,189,Fall
182641,2024-04-25,Toys,Board Games,Board Games Product 535,West,17,427.94,290.85,58,Winter
703810,2024-03-07,Clothing,Men,Men Product 802,East,15,419.83,278.51,189,Winter
646113,2024-10-21,Electronics,Laptops,Laptops Product 241,North,15,277.62,169.55,132,Spring
209367,2024-12-28,Clothing,Women,Women Product 383,West,2,917.61,814.32,106,Summer
457073,2024-07-02,Sports,Outdoor,Outdoor Product 425,West,6,503.17,429.72,37,Summer
355494,2024-11-28,Toys,Board Games,Board Games Product 438,East,14,58.66,35.45,193,Fall
576467,2024-07-14,Sports,Fitness,Fitness Product 277,West,18,632.42,527.4,36,Winter
584091,2024-02-04,Clothing,Kids,Kids Product 401,North,8,255.42,174.72,37,Fall
140725,2024-09-04,Electronics,Mobiles,Mobiles Product 895,East,18,466.26,393.12,149,Fall
688212,2024-01-15,Electronics,Cameras,Cameras Product 690,East,2,357.67,268.05,103,Summer
955824,2024-05-14,Clothing,Kids,Kids Product 374,South,19,634.11,518.88,48,Fall
960527,2024-03-05,Toys,Puzzles,Puzzles Product 228,South,9,852.15,734.9,22,Winter
218194,2024-10-25,Clothing,Men,Men Product 99,East,19,930.7,758.73,32,Spring
974726,2024-08-26,Toys,Puzzles,Puzzles Product 984,East,9,335.03,217.06,81,Fall
966525,2024-03-17,Sports,Fitness,Fitness Product 62,East,15,515.12,440.61,81,Spring
128004,2024-06-21,Sports,Outdoor,Outdoor Product 776,East,18,512.26,332.91,88,Spring
700243,2024-07-31,Sports,Fitness,Fitness Product 293,West,18,483.52,387.61,74,Fall
759089,2024-04-29,Home & Kitchen,Decor,Decor Product 65,East,13,484.28,406.73,181,Winter
537509,2024-06-07,Electronics,Cameras,Cameras Product 265,West,12,377.66,257.61,116,Summer
978836,2024-10-26,Toys,Action Figures,Action Figures Product 362,North,2,791.58,708.66,94,Fall
864742,2024-01-16,Clothing,Men,Men Product 993,West,14,31.53,24.48,90,Winter
480665,2024-04-03,Sports,Fitness,Fitness Product 220,North,12,927.68,581.22,110,Spring
270458,2024-04-25,Home & Kitchen,Cookware,Cookware Product 305,West,9,783.51,639.12,164,Spring
411251,2024-03-17,Clothing,Men,Men Product 929,North,15,373.25,272.15,192,Spring
519230,2024-05-13,Electronics,Mobiles,Mobiles Product 267,East,14,180.75,160.26,63,Summer
378747,2024-04-11,Sports,Indoor Games,Indoor Games Product 775,North,3,683.65,509.46,45,Fall
425969,2024-11-02,Home & Kitchen,Decor,Decor Product 428,South,2,145.39,130.76,70,Winter
286807,2024-02-09,Sports,Outdoor,Outdoor Product 875,North,17,429.04,295.72,57,Winter
838661,2024-05-01,Clothing,Men,Men Product 444,West,17,711.48,467.62,87,Winter
684087,2024-10-12,Clothing,Women,Women Product 898,South,18,816.21,563.35,69,Winter
922614,2024-06-06,Home & Kitchen,Decor,Decor Product 286,West,14,164.02,143.54,143,Fall
882351,2024-12-09,Clothing,Women,Women Product 78,North,4,969.14,713.91,73,Spring
170605,2024-06-16,Clothing,Women,Women Product 409,West,1,502.24,381.41,64,Summer
367014,2024-04-29,Toys,Board Games,Board Games Product 915,South,8,90.9,75.98,47,Fall
597275,2024-04-01,Home & Kitchen,Furniture,Furniture Product 767,South,14,22.1,15.78,109,Fall
854189,2024-07-12,Electronics,Laptops,Laptops Product 157,East,3,513.16,379.45,52,Summer
201096,2024-06-19,Toys,Action Figures,Action Figures Product 533,West,3,799.55,491.63,19,Spring
171540,2024-05-28,Home & Kitchen,Cookware,Cookware Product 584,East,12,159.87,110.77,14,Winter
850071,2024-08-12,Toys,Action Figures,Action Figures Product 550,West,8,750.59,564.14,161,Fall
157941,2024-02-12,Toys,Board Games,Board Games Product 466,East,2,175.68,115.72,84,Spring
655564,2024-01-28,Electronics,Cameras,Cameras Product 154,West,1,571.64,505.96,77,Fall
877981,2024-02-07,Toys,Puzzles,Puzzles Product 733,North,3,545.57,372.31,103,Winter
802124,2024-12-01,Toys,Puzzles,Puzzles Product 153,West,5,841.88,531.29,77,Summer
915014,2024-07-07,Home & Kitchen,Furniture,Furniture Product 912,East,7,909.73,644.96,35,Fall
110712,2024-04-29,Clothing,Women,Women Product 430,East,8,630.97,443.63,103,Summer
537513,2024-08-09,Electronics,Cameras,Cameras Product 586,East,19,993.9,813.68,118,Winter
248388,2024-05-21,Clothing,Women,Women Product 869,East,9,266.75,189.68,146,Winter
469170,2024-10-16,Electronics,Cameras,Cameras Product 974,West,15,529.81,428.52,170,Summer
916473,2024-03-21,Clothing,Women,Women Product 374,South,19,855.95,720.52,60,Summer
732822,2024-06-19,Toys,Puzzles,Puzzles Product 69,East,19,497.5,351.55,188,Winter
