OrderID,Date,Category,SubCategory,ProductName,Region,UnitsSold,UnitPrice,UnitCost,InventoryDays,Season,Profit
784765,2024-04-24,Toys,Board Games,Board Games Product 949,North,19,45.64,36.81,163,Summer,167.76999999999998
307836,2024-09-15,Toys,Action Figures,Action Figures Product 820,East,6,865.42,634.35,163,Fall,1386.4199999999996
196950,2024-12-16,Home & Kitchen,Cookware,Cookware Product 403,South,17,501.58,409.59,184,Summer,1563.8300000000002
633008,2024-09-09,Electronics,Cameras,Cameras Product 957,West,12,87.61,78.74,170,Summer,106.44000000000005
823225,2024-04-21,Toys,Puzzles,Puzzles Product 723,West,12,765.54,462.96,154,Fall,3630.96
997172,2024-03-11,Clothing,Kids,Kids Product 121,East,6,143.29,111.31,189,Fall,191.87999999999994
401841,2024-08-14,Sports,Fitness,Fitness Product 593,West,5,128.81,94.4,199,Spring,172.04999999999998
411207,2024-05-14,Toys,Action Figures,Action Figures Product 825,West,1,30.46,23.97,163,Fall,6.490000000000002
241758,2024-03-14,Sports,Outdoor,Outdoor Product 167,West,16,199.79,165.33,168,Summer,551.3599999999997
146638,2024-01-05,Clothing,Women,Women Product 972,West,9,831.96,695.92,199,Spring,1224.3600000000006
948292,2024-07-31,Home & Kitchen,Decor,Decor Product 900,West,16,894.31,662.81,189,Spring,3704.0
194515,2024-10-12,Clothing,Women,Women Product 697,North,7,968.51,831.84,188,Winter,956.6899999999997
354043,2024-01-22,Clothing,Men,Men Product 172,South,12,187.26,149.6,186,Summer,451.91999999999996
314340,2024-06-18,Home & Kitchen,Furniture,Furniture Product 375,West,8,83.25,64.38,161,Summer,150.96000000000004
655943,2024-02-01,Sports,Fitness,Fitness Product 984,West,11,322.46,206.08,190,Winter,1280.1799999999996
290093,2024-03-20,Electronics,Laptops,Laptops Product 82,West,14,196.07,158.18,151,Fall,530.4599999999998
579319,2024-04-06,Electronics,Cameras,Cameras Product 656,South,15,736.07,644.36,194,Summer,1375.6500000000005
161748,2024-08-18,Sports,Indoor Games,Indoor Games Product 383,North,14,691.89,572.65,196,Spring,1669.3600000000001
981037,2024-11-19,Sports,Indoor Games,Indoor Games Product 565,West,10,565.91,473.22,184,Winter,926.8999999999994
305162,2024-02-18,Toys,Puzzles,Puzzles Product 277,North,12,386.18,276.67,152,Winter,1314.12
272438,2024-10-16,Clothing,Women,Women Product 105,East,17,773.05,669.08,154,Summer,1767.4899999999984
498455,2024-10-19,Home & Kitchen,Furniture,Furniture Product 816,North,9,429.77,328.34,194,Spring,912.8700000000001
606957,2024-08-13,Electronics,Laptops,Laptops Product 162,West,19,229.46,151.23,195,Fall,1486.3700000000003
277696,2024-02-13,Toys,Action Figures,Action Figures Product 509,West,10,670.84,488.36,156,Summer,1824.8000000000002
850244,2024-03-17,Sports,Outdoor,Outdoor Product 597,North,11,532.69,463.22,159,Winter,764.1700000000003
414731,2024-04-12,Toys,Action Figures,Action Figures Product 562,West,19,510.33,380.24,181,Spring,2471.7099999999996
131912,2024-04-25,Sports,Indoor Games,Indoor Games Product 653,North,8,322.61,221.87,167,Winter,805.9200000000001
337225,2024-09-30,Clothing,Women,Women Product 254,North,4,28.2,17.62,155,Summer,42.31999999999999
556791,2024-02-15,Electronics,Mobiles,Mobiles Product 392,North,13,80.07,60.67,192,Winter,252.19999999999987
689643,2024-06-23,Sports,Indoor Games,Indoor Games Product 114,East,18,216.81,159.49,172,Winter,1031.7599999999998
780503,2024-02-01,Toys,Board Games,Board Games Product 231,East,4,324.75,204.56,171,Summer,480.76
293708,2024-06-27,Sports,Fitness,Fitness Product 598,South,3,327.1,241.63,183,Summer,256.4100000000001
286869,2024-09-08,Sports,Fitness,Fitness Product 527,South,5,336.23,266.79,187,Summer,347.2
116292,2024-03-19,Toys,Board Games,Board Games Product 460,South,13,182.06,162.64,189,Fall,252.4600000000002
605349,2024-12-18,Electronics,Mobiles,Mobiles Product 350,South,14,666.26,582.54,164,Summer,1172.0800000000004
499769,2024-09-02,Toys,Action Figures,Action Figures Product 531,West,7,380.72,242.72,187,Spring,966.0000000000002
763632,2024-09-01,Clothing,Women,Women Product 914,East,14,321.57,203.71,177,Summer,1650.0399999999997
640479,2024-05-31,Home & Kitchen,Furniture,Furniture Product 967,South,5,860.51,585.03,180,Summer,1377.4
521396,2024-05-31,Clothing,Men,Men Product 640,West,5,155.47,111.89,197,Summer,217.89999999999998
529865,2024-05-30,Home & Kitchen,Decor,Decor Product 838,East,6,529.27,440.07,165,Summer,535.1999999999999
427222,2024-04-17,Home & Kitchen,Furniture,Furniture Product 303,East,12,631.41,485.4,156,Fall,1752.12
497516,2024-09-23,Clothing,Men,Men Product 138,North,13,478.49,381.47,169,Spring,1261.2599999999998
781132,2024-11-26,Sports,Outdoor,Outdoor Product 637,South,12,553.3,422.19,171,Fall,1573.3199999999995
980077,2024-10-01,Clothing,Kids,Kids Product 206,North,5,612.85,488.96,171,Spring,619.4500000000003
493522,2024-05-15,Toys,Action Figures,Action Figures Product 909,South,3,94.58,64.52,174,Summer,90.18
916445,2024-04-29,Home & Kitchen,Furniture,Furniture Product 627,South,17,207.66,135.02,193,Winter,1234.8799999999997
925539,2024-02-02,Home & Kitchen,Decor,Decor Product 717,South,12,262.02,219.3,199,Summer,512.6399999999996
909866,2024-12-17,Home & Kitchen,Decor,Decor Product 380,South,11,465.01,381.47,177,Fall,918.9399999999996
522122,2024-11-14,Home & Kitchen,Furniture,Furniture Product 337,West,10,362.86,294.82,189,Winter,680.4000000000002
674592,2024-02-26,Sports,Indoor Games,Indoor Games Product 181,East,16,846.56,701.39,180,Fall,2322.7199999999993
921717,2024-12-15,Home & Kitchen,Cookware,Cookware Product 126,South,17,196.75,167.72,168,Winter,493.51
738803,2024-10-30,Home & Kitchen,Furniture,Furniture Product 764,South,16,668.42,601.48,182,Winter,1071.039999999999
162583,2024-09-09,Sports,Outdoor,Outdoor Product 60,West,8,332.32,244.11,159,Summer,705.6799999999998
825772,2024-02-16,Sports,Indoor Games,Indoor Games Product 359,West,2,258.11,204.6,199,Spring,107.02000000000004
935863,2024-12-09,Clothing,Kids,Kids Product 17,South,10,804.79,704.58,177,Summer,1002.0999999999992
418457,2024-11-17,Electronics,Laptops,Laptops Product 518,West,15,489.01,395.97,190,Summer,1395.5999999999995
344826,2024-11-11,Sports,Fitness,Fitness Product 470,North,9,269.9,183.2,179,Fall,780.3
621817,2024-08-28,Sports,Indoor Games,Indoor Games Product 547,East,14,461.57,316.48,184,Winter,2031.2599999999998
505155,2024-11-02,Home & Kitchen,Furniture,Furniture Product 747,West,3,332.69,276.18,188,Fall,169.52999999999997
107253,2024-02-15,Electronics,Cameras,Cameras Product 844,North,11,785.12,521.71,164,Spring,2897.5099999999998
695316,2024-01-27,Sports,Fitness,Fitness Product 968,North,18,701.73,618.48,157,Fall,1498.5
308072,2024-08-09,Toys,Board Games,Board Games Product 152,North,3,935.36,653.1,173,Spring,846.78
456043,2024-06-01,Toys,Action Figures,Action Figures Product 579,East,10,51.42,32.14,174,Summer,192.8
565139,2024-04-12,Clothing,Kids,Kids Product 489,West,5,345.43,223.31,170,Winter,610.6
549181,2024-09-05,Home & Kitchen,Cookware,Cookware Product 698,West,17,912.07,719.77,175,Summer,3269.1000000000013
608928,2024-02-10,Electronics,Mobiles,Mobiles Product 560,South,16,644.2,431.8,165,Summer,3398.4000000000005
428756,2024-03-08,Electronics,Mobiles,Mobiles Product 694,East,13,98.14,83.53,157,Fall,189.93
641285,2024-12-02,Toys,Action Figures,Action Figures Product 83,South,19,192.63,150.67,168,Winter,797.2400000000001
472332,2024-09-12,Electronics,Mobiles,Mobiles Product 993,West,17,894.94,712.52,164,Spring,3101.1400000000012
509909,2024-01-06,Toys,Board Games,Board Games Product 14,North,19,748.05,650.77,182,Spring,1848.3199999999995
569965,2024-03-21,Clothing,Men,Men Product 274,South,14,361.05,294.51,191,Spring,931.5600000000003
478824,2024-10-09,Toys,Puzzles,Puzzles Product 878,West,7,125.7,99.94,189,Fall,180.32000000000005
703810,2024-03-07,Clothing,Men,Men Product 802,East,15,419.83,278.51,189,Winter,2119.7999999999997
355494,2024-11-28,Toys,Board Games,Board Games Product 438,East,14,58.66,35.45,193,Fall,324.93999999999994
759089,2024-04-29,Home & Kitchen,Decor,Decor Product 65,East,13,484.28,406.73,181,Winter,1008.1499999999994
270458,2024-04-25,Home & Kitchen,Cookware,Cookware Product 305,West,9,783.51,639.12,164,Spring,1299.5099999999998
411251,2024-03-17,Clothing,Men,Men Product 929,North,15,373.25,272.15,192,Spring,1516.5000000000005
850071,2024-08-12,Toys,Action Figures,Action Figures Product 550,West,8,750.59,564.14,161,Fall,1491.6000000000004
469170,2024-10-16,Electronics,Cameras,Cameras Product 974,West,15,529.81,428.52,170,Summer,1519.3499999999995
732822,2024-06-19,Toys,Puzzles,Puzzles Product 69,East,19,497.5,351.55,188,Winter,2773.0499999999997
236772,2024-01-09,Electronics,Laptops,Laptops Product 236,North,15,183.79,148.79,176,Winter,525.0
258116,2024-11-11,Toys,Board Games,Board Games Product 166,North,17,604.92,440.59,155,Summer,2793.6099999999997
949246,2024-07-04,Home & Kitchen,Cookware,Cookware Product 415,West,18,861.13,596.7,157,Summer,4759.739999999999
439112,2024-02-16,Sports,Outdoor,Outdoor Product 43,East,9,376.75,334.49,191,Summer,380.3399999999999
907662,2024-09-05,Toys,Puzzles,Puzzles Product 775,East,2,469.63,420.36,176,Spring,98.53999999999996
236080,2024-10-12,Toys,Puzzles,Puzzles Product 794,West,10,191.21,144.3,166,Winter,469.09999999999997
723540,2024-12-26,Sports,Fitness,Fitness Product 104,West,17,755.51,530.16,183,Winter,3830.9500000000003
723944,2024-03-01,Clothing,Women,Women Product 576,North,10,235.59,141.98,159,Summer,936.1000000000001
473218,2024-08-10,Sports,Indoor Games,Indoor Games Product 749,East,5,762.36,484.4,192,Fall,1389.8000000000002
604283,2024-07-28,Toys,Puzzles,Puzzles Product 499,North,17,565.63,409.16,193,Spring,2659.9899999999993
984907,2024-02-20,Home & Kitchen,Cookware,Cookware Product 531,West,16,99.16,71.02,157,Summer,450.24
159314,2024-09-02,Toys,Board Games,Board Games Product 856,South,13,822.85,513.43,167,Spring,4022.460000000001
128669,2024-04-24,Sports,Fitness,Fitness Product 940,West,13,170.55,111.54,151,Fall,767.1300000000001
228513,2024-06-06,Toys,Action Figures,Action Figures Product 30,East,12,79.02,49.34,151,Fall,356.1599999999999
639956,2024-01-09,Clothing,Men,Men Product 459,North,4,599.6,514.15,169,Spring,341.8000000000002
793578,2024-01-31,Clothing,Kids,Kids Product 348,South,18,352.7,283.59,172,Summer,1243.9800000000002
740648,2024-10-03,Clothing,Women,Women Product 832,West,14,886.15,615.95,195,Spring,3782.7999999999993
540990,2024-11-26,Home & Kitchen,Decor,Decor Product 335,East,17,572.8,435.28,156,Summer,2337.8399999999997
934233,2024-12-14,Clothing,Kids,Kids Product 854,East,18,872.3,700.25,162,Fall,3096.899999999999
666136,2024-12-29,Toys,Puzzles,Puzzles Product 677,East,9,969.06,839.35,171,Winter,1167.3899999999994
445632,2024-09-17,Electronics,Laptops,Laptops Product 210,North,18,418.2,271.85,182,Fall,2634.2999999999993
206998,2024-12-23,Toys,Action Figures,Action Figures Product 450,North,15,726.25,446.33,162,Winter,4198.8
210572,2024-09-02,Sports,Indoor Games,Indoor Games Product 36,West,15,79.95,51.71,183,Winter,423.6
546850,2024-11-25,Toys,Action Figures,Action Figures Product 370,East,3,365.96,326.0,166,Summer,119.87999999999994
287150,2024-04-19,Home & Kitchen,Decor,Decor Product 684,West,17,196.04,156.6,173,Summer,670.48
469006,2024-06-06,Home & Kitchen,Decor,Decor Product 570,West,8,907.36,760.98,161,Summer,1171.04
895005,2024-08-10,Sports,Indoor Games,Indoor Games Product 259,South,16,308.01,190.06,158,Fall,1887.1999999999998
107933,2024-06-21,Electronics,Mobiles,Mobiles Product 200,West,6,413.41,342.9,165,Summer,423.0600000000003
192313,2024-02-27,Clothing,Women,Women Product 423,West,6,164.42,132.9,198,Fall,189.1199999999999
615303,2024-10-25,Toys,Action Figures,Action Figures Product 850,North,19,66.45,52.08,159,Winter,273.0300000000001
154486,2024-05-10,Clothing,Kids,Kids Product 855,East,13,621.62,431.09,159,Fall,2476.8900000000003
339647,2024-03-27,Home & Kitchen,Furniture,Furniture Product 551,North,15,429.13,355.07,187,Spring,1110.9
956798,2024-06-15,Electronics,Mobiles,Mobiles Product 284,South,14,442.15,351.26,181,Winter,1272.4599999999998
482478,2024-10-31,Sports,Indoor Games,Indoor Games Product 721,West,8,88.09,67.93,180,Fall,161.27999999999997
118179,2024-04-17,Toys,Action Figures,Action Figures Product 754,South,2,102.01,88.79,188,Spring,26.439999999999998
890144,2024-07-26,Toys,Puzzles,Puzzles Product 133,East,10,836.1,532.14,195,Fall,3039.6000000000004
502521,2024-06-15,Electronics,Mobiles,Mobiles Product 351,West,14,919.08,738.9,172,Spring,2522.520000000001
265024,2024-07-09,Home & Kitchen,Cookware,Cookware Product 537,East,18,790.07,550.21,168,Fall,4317.4800000000005
111002,2024-11-09,Electronics,Laptops,Laptops Product 937,North,12,466.81,394.06,168,Fall,873.0
813569,2024-02-09,Electronics,Mobiles,Mobiles Product 601,North,14,907.38,554.47,196,Summer,4940.74
924718,2024-12-15,Home & Kitchen,Decor,Decor Product 610,South,17,108.08,69.13,159,Summer,662.1500000000001
731796,2024-10-09,Clothing,Men,Men Product 287,East,18,765.58,473.11,190,Winter,5264.460000000001
597425,2024-01-21,Home & Kitchen,Cookware,Cookware Product 275,North,7,279.18,178.39,190,Winter,705.5300000000002
552400,2024-11-16,Toys,Board Games,Board Games Product 934,West,13,630.96,500.55,164,Summer,1695.3300000000004
427526,2024-06-01,Clothing,Men,Men Product 592,East,11,526.94,327.92,180,Fall,2189.2200000000003
807691,2024-10-15,Sports,Fitness,Fitness Product 916,North,12,975.79,791.68,194,Fall,2209.32
539645,2024-06-22,Electronics,Cameras,Cameras Product 216,North,4,86.57,69.42,154,Fall,68.59999999999997
759834,2024-10-05,Sports,Outdoor,Outdoor Product 743,West,4,132.49,108.35,172,Spring,96.56000000000006
675147,2024-09-16,Toys,Puzzles,Puzzles Product 717,South,17,807.06,587.54,189,Winter,3731.8399999999997
896478,2024-09-24,Toys,Board Games,Board Games Product 727,East,12,921.21,805.58,196,Winter,1387.56
630901,2024-10-30,Toys,Puzzles,Puzzles Product 605,West,14,189.92,119.56,181,Winter,985.0399999999997
377633,2024-10-20,Clothing,Women,Women Product 552,East,9,876.7,595.31,160,Winter,2532.510000000001
696122,2024-01-27,Home & Kitchen,Cookware,Cookware Product 12,East,1,512.35,359.47,181,Winter,152.88
431336,2024-04-24,Home & Kitchen,Furniture,Furniture Product 51,South,5,241.78,146.32,172,Summer,477.30000000000007
548431,2024-10-04,Electronics,Cameras,Cameras Product 990,West,13,782.98,652.1,167,Winter,1701.44
596574,2024-04-16,Clothing,Women,Women Product 390,East,9,795.47,632.01,158,Fall,1471.1400000000003
275725,2024-04-08,Toys,Puzzles,Puzzles Product 241,South,6,229.62,178.96,194,Spring,303.96
868378,2024-12-19,Clothing,Kids,Kids Product 923,East,16,113.76,81.32,167,Summer,519.0400000000002
305156,2024-06-17,Home & Kitchen,Furniture,Furniture Product 524,East,1,668.68,494.89,169,Fall,173.78999999999996
144220,2024-01-12,Electronics,Laptops,Laptops Product 239,East,10,961.52,611.51,178,Fall,3500.1
197275,2024-08-02,Sports,Fitness,Fitness Product 638,South,6,978.34,714.51,170,Winter,1582.9800000000002
536142,2024-08-19,Home & Kitchen,Decor,Decor Product 744,West,10,68.07,58.95,184,Fall,91.1999999999999
985162,2024-07-22,Toys,Action Figures,Action Figures Product 112,East,14,313.15,246.76,197,Fall,929.4599999999998
230860,2024-10-06,Sports,Indoor Games,Indoor Games Product 371,North,15,711.3,626.73,180,Spring,1268.549999999999
774104,2024-04-28,Sports,Outdoor,Outdoor Product 949,West,8,219.99,177.76,163,Fall,337.84000000000015
793278,2024-06-29,Sports,Indoor Games,Indoor Games Product 674,North,11,456.93,321.67,186,Spring,1487.86
378577,2024-01-03,Home & Kitchen,Cookware,Cookware Product 744,South,18,759.43,620.07,172,Summer,2508.479999999998
491374,2024-08-08,Home & Kitchen,Decor,Decor Product 362,East,15,617.7,445.99,151,Spring,2575.6500000000005
378137,2024-10-11,Toys,Puzzles,Puzzles Product 392,West,17,73.32,58.44,190,Spring,252.95999999999992
764276,2024-08-05,Home & Kitchen,Furniture,Furniture Product 246,East,5,431.0,281.65,167,Summer,746.7500000000001
995024,2024-01-06,Toys,Board Games,Board Games Product 379,East,5,517.09,464.74,183,Fall,261.7500000000001
870545,2024-12-01,Toys,Puzzles,Puzzles Product 516,East,12,446.31,351.24,154,Spring,1140.84
605931,2024-05-16,Electronics,Cameras,Cameras Product 650,North,8,604.31,466.73,189,Fall,1100.6399999999994
410894,2024-06-25,Sports,Fitness,Fitness Product 257,North,3,215.47,133.21,183,Summer,246.77999999999997
103487,2024-05-16,Toys,Board Games,Board Games Product 359,North,4,941.43,760.56,173,Spring,723.48
513831,2024-08-28,Electronics,Laptops,Laptops Product 856,East,6,248.43,206.68,180,Fall,250.5
433963,2024-05-30,Electronics,Cameras,Cameras Product 21,West,18,122.84,74.53,155,Summer,869.58
599961,2024-03-27,Sports,Fitness,Fitness Product 816,South,15,354.0,313.79,189,Spring,603.1499999999996
879340,2024-11-20,Home & Kitchen,Furniture,Furniture Product 44,East,5,844.86,562.52,172,Summer,1411.7000000000003
669158,2024-08-05,Clothing,Men,Men Product 871,East,17,358.3,234.96,175,Winter,2096.78
677907,2024-09-21,Home & Kitchen,Decor,Decor Product 264,West,15,872.4,758.07,187,Summer,1714.949999999999
504520,2024-04-08,Electronics,Laptops,Laptops Product 306,East,3,458.43,365.71,175,Summer,278.1600000000001
999079,2024-06-20,Clothing,Women,Women Product 954,North,6,369.43,313.96,177,Winter,332.82000000000016
557199,2024-11-15,Clothing,Women,Women Product 245,North,17,97.88,73.24,196,Fall,418.88
514599,2024-08-30,Clothing,Kids,Kids Product 547,North,8,710.98,542.52,157,Fall,1347.6800000000003
589697,2024-05-19,Sports,Outdoor,Outdoor Product 656,North,15,373.87,308.76,161,Spring,976.6500000000002
537350,2024-07-20,Toys,Board Games,Board Games Product 792,West,11,314.36,238.33,168,Winter,836.33
693982,2024-10-28,Home & Kitchen,Cookware,Cookware Product 403,South,1,867.85,671.62,181,Summer,196.23000000000002
443929,2024-08-15,Home & Kitchen,Cookware,Cookware Product 403,West,9,146.6,125.67,176,Summer,188.36999999999995
986358,2024-01-19,Clothing,Kids,Kids Product 46,North,11,891.36,593.43,189,Fall,3277.2300000000005
111093,2024-04-26,Toys,Board Games,Board Games Product 666,North,10,626.75,382.37,162,Spring,2443.8
619333,2024-03-15,Toys,Puzzles,Puzzles Product 748,West,7,817.77,724.68,193,Fall,651.6300000000002
655284,2024-10-17,Electronics,Mobiles,Mobiles Product 169,North,1,910.73,600.79,152,Summer,309.94000000000005
202099,2024-01-16,Clothing,Kids,Kids Product 202,West,16,429.49,329.82,184,Fall,1594.7200000000003
327993,2024-05-09,Electronics,Laptops,Laptops Product 843,North,13,972.81,746.69,151,Summer,2939.5599999999986
835956,2024-10-28,Clothing,Women,Women Product 480,West,13,160.0,137.38,191,Fall,294.06000000000006
666253,2024-06-18,Sports,Outdoor,Outdoor Product 301,South,14,204.42,135.65,188,Summer,962.7799999999997
354268,2024-09-25,Toys,Puzzles,Puzzles Product 481,South,2,831.31,539.6,180,Summer,583.4199999999998
124992,2024-01-03,Clothing,Men,Men Product 215,South,16,843.06,579.73,173,Fall,4213.279999999999
814967,2024-08-08,Home & Kitchen,Cookware,Cookware Product 380,South,12,963.85,613.84,196,Winter,4200.12
663057,2024-05-17,Sports,Fitness,Fitness Product 486,North,11,457.9,298.52,171,Summer,1753.1799999999998
546590,2024-08-08,Clothing,Kids,Kids Product 712,West,19,205.98,176.16,164,Winter,566.5799999999999
300180,2024-07-13,Electronics,Mobiles,Mobiles Product 192,East,6,583.63,355.59,188,Fall,1368.2400000000002
110372,2024-07-07,Home & Kitchen,Decor,Decor Product 723,South,2,953.19,698.47,183,Winter,509.44000000000005
369861,2024-01-20,Clothing,Women,Women Product 625,West,9,152.18,92.49,152,Winter,537.2100000000002
578388,2024-10-26,Sports,Indoor Games,Indoor Games Product 959,West,1,313.91,205.47,191,Fall,108.44000000000003
670722,2024-07-29,Clothing,Kids,Kids Product 658,West,15,932.73,600.52,189,Winter,4983.150000000001
471784,2024-08-02,Sports,Indoor Games,Indoor Games Product 900,East,19,157.93,102.18,194,Fall,1059.25
422670,2024-12-28,Sports,Fitness,Fitness Product 358,East,6,58.03,51.48,181,Spring,39.300000000000026
370248,2024-10-13,Home & Kitchen,Decor,Decor Product 155,South,17,548.65,414.41,178,Spring,2282.079999999999
148167,2024-11-05,Sports,Outdoor,Outdoor Product 493,South,10,362.86,300.69,173,Summer,621.7000000000002
983513,2024-03-17,Toys,Puzzles,Puzzles Product 531,West,9,948.65,820.28,172,Summer,1155.33
695067,2024-05-29,Home & Kitchen,Decor,Decor Product 397,South,17,838.26,593.14,169,Winter,4167.04
948781,2024-08-11,Sports,Indoor Games,Indoor Games Product 880,East,15,709.78,602.9,176,Spring,1603.1999999999998
656516,2024-03-13,Sports,Fitness,Fitness Product 560,West,10,894.97,753.14,168,Winter,1418.3000000000004
580265,2024-11-03,Clothing,Kids,Kids Product 434,North,16,338.09,221.4,193,Fall,1867.0399999999995
697539,2024-08-21,Electronics,Cameras,Cameras Product 822,West,19,983.59,687.19,186,Fall,5631.599999999999
149999,2024-08-19,Clothing,Kids,Kids Product 696,North,10,435.95,280.61,191,Summer,1553.3999999999996
894609,2024-12-13,Electronics,Mobiles,Mobiles Product 737,South,18,762.02,480.86,189,Fall,5060.879999999999
416925,2024-09-18,Clothing,Men,Men Product 728,West,10,663.02,593.47,187,Spring,695.4999999999995
106028,2024-11-23,Clothing,Women,Women Product 464,South,13,496.0,422.25,164,Fall,958.75
804345,2024-01-13,Clothing,Kids,Kids Product 592,North,8,625.5,522.98,158,Summer,820.1599999999999
746849,2024-06-28,Toys,Board Games,Board Games Product 932,South,16,795.9,518.31,182,Summer,4441.4400000000005
608690,2024-03-02,Home & Kitchen,Cookware,Cookware Product 327,East,2,766.05,678.93,176,Spring,174.24
251857,2024-02-15,Toys,Puzzles,Puzzles Product 224,West,14,810.73,638.4,198,Summer,2412.620000000001
938146,2024-07-02,Toys,Board Games,Board Games Product 847,South,3,715.6,539.44,196,Fall,528.4799999999999
817833,2024-05-25,Electronics,Cameras,Cameras Product 739,North,13,228.68,164.0,185,Winter,840.8400000000001
637214,2024-02-01,Electronics,Cameras,Cameras Product 777,West,7,431.44,374.02,169,Summer,401.9400000000001
318400,2024-03-21,Home & Kitchen,Decor,Decor Product 197,South,15,217.06,138.34,153,Fall,1180.8
873559,2024-09-27,Sports,Indoor Games,Indoor Games Product 339,West,14,839.07,656.57,187,Fall,2555.0
364340,2024-12-05,Toys,Board Games,Board Games Product 705,East,3,175.22,131.53,170,Spring,131.07
295346,2024-07-16,Home & Kitchen,Decor,Decor Product 380,North,5,574.1,431.26,186,Summer,714.2000000000002
970277,2024-02-24,Home & Kitchen,Furniture,Furniture Product 868,East,7,84.57,62.63,157,Summer,153.57999999999993
268482,2024-12-24,Toys,Action Figures,Action Figures Product 103,South,17,617.33,405.83,189,Spring,3595.500000000001
640638,2024-02-06,Electronics,Cameras,Cameras Product 582,East,12,694.65,464.05,175,Spring,2767.2
235105,2024-02-14,Sports,Fitness,Fitness Product 18,North,8,346.79,254.01,167,Fall,742.2400000000002
210380,2024-02-05,Toys,Action Figures,Action Figures Product 599,West,3,336.18,284.74,167,Fall,154.32
614879,2024-01-31,Electronics,Mobiles,Mobiles Product 223,North,17,935.55,643.22,163,Spring,4969.609999999999
758931,2024-04-30,Clothing,Women,Women Product 858,East,14,484.16,429.15,176,Winter,770.1400000000007
670197,2024-06-19,Toys,Board Games,Board Games Product 156,South,12,476.68,377.05,162,Spring,1195.56
647678,2024-04-16,Electronics,Laptops,Laptops Product 427,South,10,657.56,464.79,158,Spring,1927.6999999999994
196342,2024-09-05,Home & Kitchen,Furniture,Furniture Product 841,South,1,545.7,448.91,158,Fall,96.79000000000002
926152,2024-08-27,Sports,Fitness,Fitness Product 738,West,16,362.01,307.55,153,Winter,871.3599999999997
997898,2024-12-27,Clothing,Women,Women Product 465,East,16,86.32,77.52,172,Spring,140.79999999999995
111675,2024-01-07,Toys,Board Games,Board Games Product 625,East,14,743.97,452.99,161,Winter,4073.7200000000003
566981,2024-06-11,Electronics,Cameras,Cameras Product 471,West,12,36.02,26.28,192,Spring,116.88000000000002
329701,2024-02-07,Electronics,Laptops,Laptops Product 97,West,12,498.87,395.73,161,Spring,1237.6799999999998
765400,2024-09-11,Toys,Puzzles,Puzzles Product 254,West,15,632.78,477.04,160,Fall,2336.0999999999995
430130,2024-11-18,Home & Kitchen,Cookware,Cookware Product 676,North,15,794.79,543.66,153,Winter,3766.95
687559,2024-07-20,Sports,Outdoor,Outdoor Product 786,North,1,477.26,414.91,193,Winter,62.349999999999966
888634,2024-07-01,Toys,Board Games,Board Games Product 323,East,9,248.34,178.73,182,Spring,626.4900000000001
811562,2024-05-07,Electronics,Laptops,Laptops Product 678,East,1,847.89,558.53,195,Summer,289.36
850039,2024-12-04,Home & Kitchen,Cookware,Cookware Product 259,South,15,752.93,577.53,167,Fall,2630.9999999999995
330066,2024-03-20,Sports,Fitness,Fitness Product 57,East,16,870.16,624.38,153,Fall,3932.4799999999996
788992,2024-09-18,Clothing,Women,Women Product 423,South,8,217.41,195.26,154,Spring,177.20000000000005
312875,2024-02-12,Clothing,Women,Women Product 733,South,19,501.32,346.94,170,Winter,2933.22
937620,2024-09-19,Electronics,Mobiles,Mobiles Product 174,South,5,921.6,803.93,197,Spring,588.3500000000004
664685,2024-03-01,Electronics,Laptops,Laptops Product 166,East,3,599.51,381.5,162,Summer,654.03
258337,2024-01-19,Clothing,Men,Men Product 336,North,2,32.48,25.42,151,Summer,14.11999999999999
809609,2024-05-20,Home & Kitchen,Furniture,Furniture Product 944,South,2,846.11,697.25,188,Summer,297.72
111320,2024-04-11,Clothing,Women,Women Product 169,East,7,692.16,556.7,158,Fall,948.2199999999995
730363,2024-10-18,Sports,Outdoor,Outdoor Product 906,North,5,980.85,746.85,188,Spring,1170.0
531042,2024-10-16,Sports,Indoor Games,Indoor Games Product 76,North,3,177.17,121.68,175,Winter,166.46999999999994
111357,2024-04-16,Toys,Board Games,Board Games Product 617,East,10,660.17,430.09,171,Spring,2300.7999999999997
538868,2024-01-09,Clothing,Women,Women Product 276,North,14,919.44,735.58,168,Summer,2574.04
388365,2024-05-12,Clothing,Men,Men Product 901,East,7,82.72,53.01,151,Fall,207.97
564829,2024-10-31,Clothing,Kids,Kids Product 357,South,8,697.03,464.37,196,Summer,1861.2799999999997
319368,2024-09-07,Home & Kitchen,Decor,Decor Product 899,North,12,584.93,514.84,161,Summer,841.079999999999
101745,2024-11-05,Sports,Indoor Games,Indoor Games Product 808,North,1,189.62,121.71,165,Summer,67.91000000000001
828669,2024-09-09,Clothing,Women,Women Product 405,South,13,980.78,858.7,184,Spring,1587.039999999999
525859,2024-01-31,Home & Kitchen,Furniture,Furniture Product 66,East,3,722.84,595.28,186,Summer,382.6800000000002
102998,2024-10-18,Sports,Fitness,Fitness Product 850,East,19,56.49,38.29,196,Fall,345.80000000000007
685422,2024-05-26,Clothing,Kids,Kids Product 716,East,12,936.14,633.79,191,Fall,3628.2000000000003
986179,2024-01-10,Clothing,Women,Women Product 187,East,6,884.44,623.9,162,Winter,1563.2400000000005
